"TABLE_NAME";"COLUMN_NAME";"DATA_TYPE";"DATA_LENGTH";"CHAR_LENGTH";"NULLABLE";"DATA_PRECISION";"DATA_SCALE"
"REMITOS_70383_A_70388";"LPR_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70383_A_70388";"REM_FECHA";"DATE";"7";"0";"N";"";""
"REMITOS_70383_A_70388";"REM_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"REMITOS_70383_A_70388";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70383_A_70388";"REM_HORASALIDA";"VARCHAR2";"8";"8";"N";"";""
"REMITOS_70383_A_70388";"REM_CERTIFICADO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70383_A_70388";"REM_FACTURADO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70383_A_70388";"REM_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70383_A_70388";"REM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REMITOS_70383_A_70388";"EREM_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70383_A_70388";"REM_ORDENCARGA";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70383_A_70388";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70383_A_70388";"REM_FECCAR";"DATE";"7";"0";"N";"";""
"REMITOS_70383_A_70388";"REM_MANUAL";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70383_A_70388";"VEN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70383_A_70388";"BAJ_CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70383_A_70388";"REM_VIAJE";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70383_A_70388";"CHO_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70383_A_70388";"PED_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70383_A_70388";"REM_ROMANEOREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70383_A_70388";"REM_CODREMITO";"NUMBER";"22";"0";"Y";"10";"0"
"REMITOS_70383_A_70388";"REM_NROREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70383_A_70388";"REM_CRE";"NUMBER";"22";"0";"Y";"14";"0"
"REMITOS_70383_A_70388";"REM_FECEMISION";"DATE";"7";"0";"Y";"";""
"REMITOS_70383_A_70388";"REM_FECVENCIMIENTO";"DATE";"7";"0";"Y";"";""
"REMITOS_70383_A_70388";"REM_OBSERVRCE";"NVARCHAR2";"1000";"500";"Y";"";""
"REMITOS_70383_A_70388";"REM_FECRCE";"DATE";"7";"0";"Y";"";""
"REMITOS_70383_A_70388";"REM_KMVIAJE";"NUMBER";"22";"0";"Y";"10";"2"
"REMITOS_70383_A_70388";"REM_FECHAINICIOVIAJE";"DATE";"7";"0";"Y";"";""
"REMITOS_70383_A_70388";"REST_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70383_A_70388";"RTM_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70383_A_70388";"RRECEP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70392_A_70405";"REM_LETRA";"CHAR";"1";"1";"N";"";""
"REMITOS_70392_A_70405";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70392_A_70405";"REM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70392_A_70405";"CLIV_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70392_A_70405";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"FRI_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"LPR_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"REM_FECHA";"DATE";"7";"0";"N";"";""
"REMITOS_70392_A_70405";"REM_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"REMITOS_70392_A_70405";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"REM_HORASALIDA";"VARCHAR2";"8";"8";"N";"";""
"REMITOS_70392_A_70405";"REM_CERTIFICADO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"REM_FACTURADO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70392_A_70405";"REM_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70392_A_70405";"REM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REMITOS_70392_A_70405";"EREM_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70392_A_70405";"REM_ORDENCARGA";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70392_A_70405";"REM_FECCAR";"DATE";"7";"0";"N";"";""
"REMITOS_70392_A_70405";"REM_MANUAL";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70392_A_70405";"VEN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70392_A_70405";"BAJ_CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70392_A_70405";"REM_VIAJE";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70392_A_70405";"CHO_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70392_A_70405";"PED_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70392_A_70405";"REM_ROMANEOREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70392_A_70405";"REM_CODREMITO";"NUMBER";"22";"0";"Y";"10";"0"
"REMITOS_70392_A_70405";"REM_NROREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70392_A_70405";"REM_CRE";"NUMBER";"22";"0";"Y";"14";"0"
"REMITOS_70392_A_70405";"REM_FECEMISION";"DATE";"7";"0";"Y";"";""
"REMITOS_70392_A_70405";"REM_FECVENCIMIENTO";"DATE";"7";"0";"Y";"";""
"REMITOS_70392_A_70405";"REM_OBSERVRCE";"NVARCHAR2";"1000";"500";"Y";"";""
"REMITOS_70392_A_70405";"REM_FECRCE";"DATE";"7";"0";"Y";"";""
"REMITOS_70392_A_70405";"REM_KMVIAJE";"NUMBER";"22";"0";"Y";"10";"2"
"REMITOS_70392_A_70405";"REM_FECHAINICIOVIAJE";"DATE";"7";"0";"Y";"";""
"REMITOS_70392_A_70405";"REST_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70392_A_70405";"RTM_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70392_A_70405";"RRECEP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70417_A_70425";"REM_LETRA";"CHAR";"1";"1";"N";"";""
"REMITOS_70417_A_70425";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70417_A_70425";"REM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70417_A_70425";"CLIV_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70417_A_70425";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"FRI_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"LPR_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"REM_FECHA";"DATE";"7";"0";"N";"";""
"REMITOS_70417_A_70425";"REM_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"REMITOS_70417_A_70425";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"REM_HORASALIDA";"VARCHAR2";"8";"8";"N";"";""
"REMITOS_70417_A_70425";"REM_CERTIFICADO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"REM_FACTURADO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70417_A_70425";"REM_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70417_A_70425";"REM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REMITOS_70417_A_70425";"EREM_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70417_A_70425";"REM_ORDENCARGA";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70417_A_70425";"REM_FECCAR";"DATE";"7";"0";"N";"";""
"REMITOS_70417_A_70425";"REM_MANUAL";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70417_A_70425";"VEN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70417_A_70425";"BAJ_CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70417_A_70425";"REM_VIAJE";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70417_A_70425";"CHO_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70417_A_70425";"PED_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70417_A_70425";"REM_ROMANEOREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70417_A_70425";"REM_CODREMITO";"NUMBER";"22";"0";"Y";"10";"0"
"REMITOS_70417_A_70425";"REM_NROREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70417_A_70425";"REM_CRE";"NUMBER";"22";"0";"Y";"14";"0"
"REMITOS_70417_A_70425";"REM_FECEMISION";"DATE";"7";"0";"Y";"";""
"REMITOS_70417_A_70425";"REM_FECVENCIMIENTO";"DATE";"7";"0";"Y";"";""
"REMITOS_70417_A_70425";"REM_OBSERVRCE";"NVARCHAR2";"1000";"500";"Y";"";""
"REMITOS_70417_A_70425";"REM_FECRCE";"DATE";"7";"0";"Y";"";""
"REMITOS_70417_A_70425";"REM_KMVIAJE";"NUMBER";"22";"0";"Y";"10";"2"
"REMITOS_70417_A_70425";"REM_FECHAINICIOVIAJE";"DATE";"7";"0";"Y";"";""
"REMITOS_70417_A_70425";"REST_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70417_A_70425";"RTM_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70417_A_70425";"RRECEP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70436_A_70456";"REM_LETRA";"CHAR";"1";"1";"N";"";""
"REMITOS_70436_A_70456";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70436_A_70456";"REM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70436_A_70456";"CLIV_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70436_A_70456";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"FRI_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"LPR_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"REM_FECHA";"DATE";"7";"0";"N";"";""
"REMITOS_70436_A_70456";"REM_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"REMITOS_70436_A_70456";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"REM_HORASALIDA";"VARCHAR2";"8";"8";"N";"";""
"REMITOS_70436_A_70456";"REM_CERTIFICADO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"REM_FACTURADO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70436_A_70456";"REM_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_70436_A_70456";"REM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REMITOS_70436_A_70456";"EREM_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70436_A_70456";"REM_ORDENCARGA";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70436_A_70456";"REM_FECCAR";"DATE";"7";"0";"N";"";""
"REMITOS_70436_A_70456";"REM_MANUAL";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70436_A_70456";"VEN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_70436_A_70456";"BAJ_CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70436_A_70456";"REM_VIAJE";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_70436_A_70456";"CHO_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_70436_A_70456";"PED_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70436_A_70456";"REM_ROMANEOREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70436_A_70456";"REM_CODREMITO";"NUMBER";"22";"0";"Y";"10";"0"
"REMITOS_70436_A_70456";"REM_NROREMITO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_70436_A_70456";"REM_CRE";"NUMBER";"22";"0";"Y";"14";"0"
"REMITOS_70436_A_70456";"REM_FECEMISION";"DATE";"7";"0";"Y";"";""
"REMITOS_70436_A_70456";"REM_FECVENCIMIENTO";"DATE";"7";"0";"Y";"";""
"REMITOS_70436_A_70456";"REM_OBSERVRCE";"NVARCHAR2";"1000";"500";"Y";"";""
"REMITOS_70436_A_70456";"REM_FECRCE";"DATE";"7";"0";"Y";"";""
"REMITOS_70436_A_70456";"REM_KMVIAJE";"NUMBER";"22";"0";"Y";"10";"2"
"REMITOS_70436_A_70456";"REM_FECHAINICIOVIAJE";"DATE";"7";"0";"Y";"";""
"REMITOS_70436_A_70456";"REST_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70436_A_70456";"RTM_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"REMITOS_70436_A_70456";"RRECEP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_BORRARPEDIDOS";"REM_LETRA";"CHAR";"1";"1";"N";"";""
"REMITOS_BORRARPEDIDOS";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_BORRARPEDIDOS";"REM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_BORRARPEDIDOS";"CLIV_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_BORRARPEDIDOS";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"FRI_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"LPR_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"REM_FECHA";"DATE";"7";"0";"N";"";""
"REMITOS_BORRARPEDIDOS";"REM_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"REMITOS_BORRARPEDIDOS";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"REM_HORASALIDA";"VARCHAR2";"8";"8";"N";"";""
"REMITOS_BORRARPEDIDOS";"REM_CERTIFICADO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"REM_FACTURADO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_BORRARPEDIDOS";"REM_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"REMITOS_BORRARPEDIDOS";"REM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REMITOS_BORRARPEDIDOS";"EREM_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_BORRARPEDIDOS";"REM_ORDENCARGA";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_BORRARPEDIDOS";"REM_FECCAR";"DATE";"7";"0";"N";"";""
"REMITOS_BORRARPEDIDOS";"REM_MANUAL";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_BORRARPEDIDOS";"VEN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_BORRARPEDIDOS";"BAJ_CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_BORRARPEDIDOS";"REM_VIAJE";"NUMBER";"22";"0";"N";"2";"0"
"REMITOS_BORRARPEDIDOS";"CHO_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_BORRARPEDIDOS";"PED_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"USU_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"CUE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"CSUC_NUMERO";"NUMBER";"22";"0";"Y";"4";"0"
"REMITOS_PARCIALES";"CLIV_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"FRI_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"TRP_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"LPR_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"REM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REMITOS_PARCIALES";"REM_HORASALIDA";"VARCHAR2";"8";"8";"Y";"";""
"REMITOS_PARCIALES";"REM_ORDENCARGA";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"REM_CERTIFICADO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_PARCIALES";"REM_FECHA";"DATE";"7";"0";"Y";"";""
"REMITOS_PARCIALES";"PUE_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"REMITOS_PARCIALES";"VEN_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"REMITOS_REMITOSING";"REING_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOS_REMITOSING";"REM_LETRA";"CHAR";"1";"1";"N";"";""
"REMITOS_REMITOSING";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REMITOS_REMITOSING";"REM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REMITOTIPOMOVREC";"RTM_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REMITOTIPOMOVREC";"RTM_DENOM";"NVARCHAR2";"100";"50";"Y";"";""
"REMITOTIPOMOVREC";"RTM_ABREV";"NVARCHAR2";"6";"3";"Y";"";""
"RENDICIONES";"REN_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RENDICIONES";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"RENDICIONES";"VEN_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"RENDICIONES";"REN_FECHA";"DATE";"7";"0";"N";"";""
"RENDICIONES";"REN_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"RENDICIONES";"REN_CANREC";"NUMBER";"22";"0";"N";"3";"0"
"RENDICIONES";"REN_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"RENDICIONES";"REN_FECCAR";"DATE";"7";"0";"N";"";""
"RENDICIONESDET";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"RENDICIONESDET";"RPD_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RENDICIONESDET";"REN_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RENDICIONESDET";"RPE_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RENDICIONESDET";"RED_FECHA";"DATE";"7";"0";"N";"";""
"RENDICIONESDET";"RED_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"REP_RESUMENROMANEO";"REP_NROLINEA";"NUMBER";"22";"0";"N";"4";"0"
"REP_RESUMENROMANEO";"REP_TEXTO";"VARCHAR2";"4000";"4000";"N";"";""
"RETGANANCIAS";"RGAN_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETGANANCIAS";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RETGANANCIAS";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETGANANCIAS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"RETGANANCIAS";"RUG_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RETGANANCIAS";"RGAN_FECHA";"DATE";"7";"0";"N";"";""
"RETGANANCIAS";"RGAN_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIAS";"RGAN_ACUMPAGOS";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIAS";"RGAN_ACUMRETENC";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIAS";"RGAN_BASE";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIAS";"RGAN_MINIMO";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIAS";"RGAN_ALIC";"NUMBER";"22";"0";"N";"8";"4"
"RETGANANCIAS";"RGAN_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"RETGANANCIAS";"RGAN_EXCEDENTE";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIASDET";"RGAN_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETGANANCIASDET";"RGAND_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"RETGANANCIASDET";"RGAN_IMPBASE";"NUMBER";"22";"0";"N";"12";"2"
"RETGANANCIASDET";"COM_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"RETGANANCIASDET";"RGAND_IMPORTEPAGO";"NUMBER";"22";"0";"N";"12";"2"
"RETINGBRUTOS";"RIBR_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETINGBRUTOS";"RUIBR_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RETINGBRUTOS";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RETINGBRUTOS";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETINGBRUTOS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"RETINGBRUTOS";"RIBR_FECHA";"DATE";"7";"0";"N";"";""
"RETINGBRUTOS";"RIBR_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"RETINGBRUTOS";"RIBR_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"RETINGBRUTOS";"RIBR_IMPORTECALCULADO";"NUMBER";"22";"0";"N";"12";"2"
"RETINGBRUTOSDET";"RIBR_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETINGBRUTOSDET";"RIBRD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"RETINGBRUTOSDET";"RIBR_IMPBASE";"NUMBER";"22";"0";"N";"12";"2"
"RETINGBRUTOSDET";"RIBR_ALIC";"NUMBER";"22";"0";"N";"8";"4"
"RETINGBRUTOSDET";"RIBR_ALIC1";"NUMBER";"22";"0";"N";"8";"4"
"RETINGBRUTOSDET";"RIBR_ALIC2";"NUMBER";"22";"0";"N";"8";"4"
"RETINGBRUTOSDET";"RIBR_ALIC3";"NUMBER";"22";"0";"N";"8";"4"
"RETINGBRUTOSDET";"RIBR_MINIMO";"NUMBER";"22";"0";"N";"12";"2"
"RETINGBRUTOSDET";"COM_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"RETINGBRUTOSDET";"RIBR_DEDUCCION";"NUMBER";"22";"0";"N";"12";"2"
"RETVARIAS";"RVA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETVARIAS";"TVA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"RETVARIAS";"RUV_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RETVARIAS";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"RETVARIAS";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETVARIAS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"RETVARIAS";"RVA_FECHA";"DATE";"7";"0";"N";"";""
"RETVARIAS";"RVA_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"RETVARIAS";"RVA_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"RETVARIAS";"RVA_ACUMPAGOS";"NUMBER";"22";"0";"Y";"12";"2"
"RETVARIAS";"RVA_ACUMRETENC";"NUMBER";"22";"0";"Y";"12";"2"
"RETVARIASDET";"RVA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETVARIASDET";"TVA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"RETVARIASDET";"RVAD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"RETVARIASDET";"RVAD_IMPBASE";"NUMBER";"22";"0";"N";"12";"2"
"RETVARIASDET";"RVAD_ALIC";"NUMBER";"22";"0";"N";"8";"4"
"RETVARIASDET";"RVAD_ALIC1";"NUMBER";"22";"0";"N";"8";"4"
"RETVARIASDET";"RVAD_ALIC2";"NUMBER";"22";"0";"N";"8";"4"
"RETVARIASDET";"RVAD_ALIC3";"NUMBER";"22";"0";"N";"8";"4"
"RETVARIASDET";"RVAD_MINIMO";"NUMBER";"22";"0";"N";"12";"2"
"RETVARIASDET";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"RETVARIASDET";"RVAD_EXCEDENTE";"NUMBER";"22";"0";"Y";"12";"2"
"RETVARIASDET";"RVAD_ACTUASOBRE";"CHAR";"1";"1";"Y";"";""
"REXFACTURAS";"REX_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"REXFACTURAS";"TDC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"REXFACTURAS";"FAC_LETRA";"CHAR";"1";"1";"N";"";""
"REXFACTURAS";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"REXFACTURAS";"FAC_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ROMANEOS";"PRO_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ROMANEOS";"PRO_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"ROMANEOS";"FAE_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"ROMANEOS";"ROM_GARRON";"NUMBER";"22";"0";"N";"3";"0"
"ROMANEOS";"ROM_KILOS";"NUMBER";"22";"0";"N";"3";"0"
"ROMANEOS";"TIDE_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"ROMANEOS";"ROM_KILOSDEC";"NUMBER";"22";"0";"N";"3";"0"
